date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:56:12	140638/140638	---M-Z	200	added ('OK')	text/html	etag:%222255e-5fd3a15c552ba-gzip%22	https://coderthemes.com/konrix/layouts/apps-file-manager.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/apps-file-manager.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:14	107435/107435	---M-Z	200	added ('OK')	text/html	etag:%221a3ab-5fd3a15c552ba-gzip%22	https://coderthemes.com/konrix/layouts/apps-kanban.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/apps-kanban.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:14	108529/108529	---M-Z	200	added ('OK')	text/html	etag:%221a7f1-5fd3a15c5625a-gzip%22	https://coderthemes.com/konrix/layouts/apps-project-list.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/apps-project-list.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:14	103935/103935	---M-Z	200	added ('OK')	text/html	etag:%22195ff-5fd3a15c552ba-gzip%22	https://coderthemes.com/konrix/layouts/apps-project-detail.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/apps-project-detail.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:15	92310/92310	---M-Z	200	added ('OK')	text/html	etag:%2216896-5fd3a15c552ba-gzip%22	https://coderthemes.com/konrix/layouts/apps-project-create.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/apps-project-create.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:15	5404/5404	---M-Z	200	added ('OK')	text/html	etag:%22151c-5fd3a15ca639c-gzip%22	https://coderthemes.com/konrix/layouts/auth-login.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/auth-login.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:15	5671/5671	---M-Z	200	added ('OK')	text/html	etag:%221627-5fd3a15ca639c-gzip%22	https://coderthemes.com/konrix/layouts/auth-register.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/auth-register.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:16	3080/3080	---M-Z	200	added ('OK')	text/html	etag:%22c08-5fd3a15ca639c-gzip%22	https://coderthemes.com/konrix/layouts/auth-recoverpw.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/auth-recoverpw.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:16	3496/3496	---M-Z	200	added ('OK')	text/html	etag:%22da8-5fd3a15ca639c-gzip%22	https://coderthemes.com/konrix/layouts/auth-lock-screen.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/auth-lock-screen.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:16	83311/83311	---M-Z	200	added ('OK')	text/html	etag:%221456f-5fd3a15cab1bc-gzip%22	https://coderthemes.com/konrix/layouts/pages-starter.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/pages-starter.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:17	99214/99214	---M-Z	200	added ('OK')	text/html	etag:%221838e-5fd749996a63e-gzip%22	https://coderthemes.com/konrix/layouts/pages-timeline.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/pages-timeline.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:18	94458/94458	---M-Z	200	added ('OK')	text/html	etag:%22170fa-5fd3a15cab1bc-gzip%22	https://coderthemes.com/konrix/layouts/pages-invoice.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/pages-invoice.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:19	111729/111729	---M-Z	200	added ('OK')	text/html	etag:%221b471-5fd749996969e-gzip%22	https://coderthemes.com/konrix/layouts/pages-gallery.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/pages-gallery.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:20	104508/104508	---M-Z	200	added ('OK')	text/html	etag:%221983c-5fd3a15cab1bc-gzip%22	https://coderthemes.com/konrix/layouts/pages-faqs.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/pages-faqs.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:20	92411/92411	---M-Z	200	added ('OK')	text/html	etag:%22168fb-5fd749996a63e-gzip%22	https://coderthemes.com/konrix/layouts/pages-pricing.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/pages-pricing.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:20	1809/1809	---M-Z	200	added ('OK')	text/html	etag:%22711-5fd749996969e-gzip%22	https://coderthemes.com/konrix/layouts/pages-maintenance.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/pages-maintenance.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:21	1713/1713	---M-Z	200	added ('OK')	text/html	etag:%226b1-5fd749996969e-gzip%22	https://coderthemes.com/konrix/layouts/pages-coming-soon.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/pages-coming-soon.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:21	1796/1796	---M-Z	200	added ('OK')	text/html	etag:%22704-5fd3a15cab1bc-gzip%22	https://coderthemes.com/konrix/layouts/pages-404.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/pages-404.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:22	84347/84347	---M-Z	200	added ('OK')	text/html	etag:%221497b-5fd749996969e-gzip%22	https://coderthemes.com/konrix/layouts/pages-404-alt.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/pages-404-alt.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:22	1827/1827	---M-Z	200	added ('OK')	text/html	etag:%22723-5fd3a15cab1bc-gzip%22	https://coderthemes.com/konrix/layouts/pages-500.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/pages-500.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:23	147419/147419	---M-Z	200	added ('OK')	text/html	etag:%2223fdb-5fd3a15caa21c-gzip%22	https://coderthemes.com/konrix/layouts/layout-hover-view.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/layout-hover-view.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:24	147413/147413	---M-Z	200	added ('OK')	text/html	etag:%2223fd5-5fd3a15caa21c-gzip%22	https://coderthemes.com/konrix/layouts/layout-icon-view.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/layout-icon-view.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:25	147422/147422	---M-Z	200	added ('OK')	text/html	etag:%2223fde-5fd3a15ca927c-gzip%22	https://coderthemes.com/konrix/layouts/layout-compact-view.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/layout-compact-view.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:25	147423/147423	---M-Z	200	added ('OK')	text/html	etag:%2223fdf-5fd3a15caa21c-gzip%22	https://coderthemes.com/konrix/layouts/layout-mobile-view.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/layout-mobile-view.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:26	147423/147423	---M-Z	200	added ('OK')	text/html	etag:%2223fdf-5fd3a15caa21c-gzip%22	https://coderthemes.com/konrix/layouts/layout-hidden.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/layout-hidden.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:27	175842/175842	---M-Z	200	added ('OK')	text/html	etag:%222aee2-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-accordions.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-accordions.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:28	114392/114392	---M-Z	200	added ('OK')	text/html	etag:%221bed8-5fd3a15cac15c-gzip%22	https://coderthemes.com/konrix/layouts/ui-alerts.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-alerts.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:28	163692/163692	---M-Z	200	added ('OK')	text/html	etag:%2227f6c-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-avatars.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-avatars.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:29	117576/117576	---M-Z	200	added ('OK')	text/html	etag:%221cb48-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-buttons.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-buttons.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:30	142164/142164	---M-Z	200	added ('OK')	text/html	etag:%2222b54-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-badges.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-badges.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:31	95048/95048	---M-Z	200	added ('OK')	text/html	etag:%2217348-5fd3a15cac15c-gzip%22	https://coderthemes.com/konrix/layouts/ui-breadcrumbs.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-breadcrumbs.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:31	101636/101636	---M-Z	200	added ('OK')	text/html	etag:%2218d04-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-cards.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-cards.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:32	97135/97135	---M-Z	200	added ('OK')	text/html	etag:%2217b6f-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-collapse.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-collapse.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:33	92863/92863	---M-Z	200	added ('OK')	text/html	etag:%2216abf-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-dismissible.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-dismissible.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:34	182177/182177	---M-Z	200	added ('OK')	text/html	etag:%222c7a1-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-dropdowns.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-dropdowns.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:34	109873/109873	---M-Z	200	added ('OK')	text/html	etag:%221ad31-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-progress.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-progress.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:35	94784/94784	---M-Z	200	added ('OK')	text/html	etag:%2217240-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-skeleton.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-skeleton.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:35	107237/107237	---M-Z	200	added ('OK')	text/html	etag:%221a2e5-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-spinners.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-spinners.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:36	130675/130675	---M-Z	200	added ('OK')	text/html	etag:%221fe73-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-list-group.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-list-group.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:37	93060/93060	---M-Z	200	added ('OK')	text/html	etag:%2216b84-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-ratio.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-ratio.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:37	169675/169675	---M-Z	200	added ('OK')	text/html	etag:%22296cb-5fd749996c57e-gzip%22	https://coderthemes.com/konrix/layouts/ui-tabs.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-tabs.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:38	171186/171186	---M-Z	200	added ('OK')	text/html	etag:%2229cb2-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-modals.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-modals.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:39	110475/110475	---M-Z	200	added ('OK')	text/html	etag:%221af8b-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-offcanvas.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-offcanvas.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:39	106078/106078	---M-Z	200	added ('OK')	text/html	etag:%2219e5e-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/ui-popovers.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-popovers.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:40	105743/105743	---M-Z	200	added ('OK')	text/html	etag:%2219d0f-5fd3a15cae09c-gzip%22	https://coderthemes.com/konrix/layouts/ui-tooltips.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-tooltips.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:41	107867/107867	---M-Z	200	added ('OK')	text/html	etag:%221a55b-5fd3a15cae09c-gzip%22	https://coderthemes.com/konrix/layouts/ui-typography.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/ui-typography.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:41	132218/132218	---M-Z	200	added ('OK')	text/html	etag:%222047a-5fd749996969e-gzip%22	https://coderthemes.com/konrix/layouts/extended-swiper.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/extended-swiper.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:41	140965/140965	---M-Z	200	added ('OK')	text/html	etag:%22226a5-5fd74999686fe-gzip%22	https://coderthemes.com/konrix/layouts/extended-nestable.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/extended-nestable.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:42	93452/93452	---M-Z	200	added ('OK')	text/html	etag:%2216d0c-5fd74999686fe-gzip%22	https://coderthemes.com/konrix/layouts/extended-ratings.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/extended-ratings.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:42	96594/96594	---M-Z	200	added ('OK')	text/html	etag:%2217952-5fd74999686fe-gzip%22	https://coderthemes.com/konrix/layouts/extended-animation.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/extended-animation.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:43	87796/87796	---M-Z	200	added ('OK')	text/html	etag:%22156f4-5fd74999686fe-gzip%22	https://coderthemes.com/konrix/layouts/extended-player.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/extended-player.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:43	106113/106113	---M-Z	200	added ('OK')	text/html	etag:%2219e81-5fd74999686fe-gzip%22	https://coderthemes.com/konrix/layouts/extended-scrollbar.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/extended-scrollbar.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:43	94097/94097	---M-Z	200	added ('OK')	text/html	etag:%2216f91-5fd749996969e-gzip%22	https://coderthemes.com/konrix/layouts/extended-sweet-alert.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/extended-sweet-alert.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:44	96335/96335	---M-Z	200	added ('OK')	text/html	etag:%221784f-5fd749996969e-gzip%22	https://coderthemes.com/konrix/layouts/extended-tour.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/extended-tour.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:44	114713/114713	---M-Z	200	added ('OK')	text/html	etag:%221c019-5fd749996969e-gzip%22	https://coderthemes.com/konrix/layouts/extended-tippy-tooltips.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/extended-tippy-tooltips.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:45	112359/112359	---M-Z	200	added ('OK')	text/html	etag:%221b6e7-5fd74999686fe-gzip%22	https://coderthemes.com/konrix/layouts/extended-lightbox.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/extended-lightbox.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:45	184510/184510	---M-Z	200	added ('OK')	text/html	etag:%222d0be-5fd3a15ca82dc-gzip%22	https://coderthemes.com/konrix/layouts/forms-elements.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/forms-elements.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:45	99320/99320	---M-Z	200	added ('OK')	text/html	etag:%22183f8-5fd3a15ca927c-gzip%22	https://coderthemes.com/konrix/layouts/forms-select.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/forms-select.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:46	103796/103796	---M-Z	200	added ('OK')	text/html	etag:%2219574-5fd3a15ca927c-gzip%22	https://coderthemes.com/konrix/layouts/forms-range.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/forms-range.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:46	111630/111630	---M-Z	200	added ('OK')	text/html	etag:%221b40e-5fd3a15ca927c-gzip%22	https://coderthemes.com/konrix/layouts/forms-pickers.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/forms-pickers.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:46	105672/105672	---M-Z	200	added ('OK')	text/html	etag:%2219cc8-5fd3a15ca82dc-gzip%22	https://coderthemes.com/konrix/layouts/forms-masks.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/forms-masks.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:47	90709/90709	---M-Z	200	added ('OK')	text/html	etag:%2216255-5fd3a15ca82dc-gzip%22	https://coderthemes.com/konrix/layouts/forms-editor.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/forms-editor.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:47	87439/87439	---M-Z	200	added ('OK')	text/html	etag:%221558f-5fd3a15ca82dc-gzip%22	https://coderthemes.com/konrix/layouts/forms-file-uploads.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/forms-file-uploads.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:48	103512/103512	---M-Z	200	added ('OK')	text/html	etag:%2219458-5fd3a15ca927c-gzip%22	https://coderthemes.com/konrix/layouts/forms-validation.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/forms-validation.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:48	114407/114407	---M-Z	200	added ('OK')	text/html	etag:%221bee7-5fd3a15ca82dc-gzip%22	https://coderthemes.com/konrix/layouts/forms-layout.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/forms-layout.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:49	333271/333271	---M-Z	200	added ('OK')	text/html	etag:%22515d7-5fd749996b5de-gzip%22	https://coderthemes.com/konrix/layouts/tables-basic.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/tables-basic.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:49	88468/88468	---M-Z	200	added ('OK')	text/html	etag:%2215994-5fd3a15cac15c-gzip%22	https://coderthemes.com/konrix/layouts/tables-datatables.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/tables-datatables.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:50	84202/84202	---M-Z	200	added ('OK')	text/html	etag:%22148ea-5fd3a15ca927c-gzip%22	https://coderthemes.com/konrix/layouts/icons-mingcute.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/icons-mingcute.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:50	109346/109346	---M-Z	200	added ('OK')	text/html	etag:%221ab22-5fd3a15ca927c-gzip%22	https://coderthemes.com/konrix/layouts/icons-feather.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/icons-feather.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:51	84461/84461	---M-Z	200	added ('OK')	text/html	etag:%22149ed-5fd3a15ca927c-gzip%22	https://coderthemes.com/konrix/layouts/icons-material-symbols.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/icons-material-symbols.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:51	87484/87484	---M-Z	200	added ('OK')	text/html	etag:%22155bc-5fd74999686fe-gzip%22	https://coderthemes.com/konrix/layouts/charts.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/charts.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:51	88187/88187	---M-Z	200	added ('OK')	text/html	etag:%221587b-5fd749996969e-gzip%22	https://coderthemes.com/konrix/layouts/maps-vector.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/maps-vector.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:52	89534/89534	---M-Z	200	added ('OK')	text/html	etag:%2215dbe-5fd749996969e-gzip%22	https://coderthemes.com/konrix/layouts/maps-google.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/maps-google.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:53	87940/87940	---M-Z	200	added ('OK')	text/html	etag:%2215784-5fd3a15ca733c-gzip%22	https://coderthemes.com/konrix/layouts/docs-introduction.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/docs-introduction.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:53	92184/92184	---M-Z	200	added ('OK')	text/html	etag:%2216818-5fd3a15ca639c-gzip%22	https://coderthemes.com/konrix/layouts/docs-installation.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/docs-installation.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:54	96027/96027	---M-Z	200	added ('OK')	text/html	etag:%221771b-5fd74999686fe-gzip%22	https://coderthemes.com/konrix/layouts/docs-customization.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/docs-customization.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:54	83745/83745	---M-Z	200	added ('OK')	text/html	etag:%2214721-5fd74999686fe-gzip%22	https://coderthemes.com/konrix/layouts/docs-changelog.html	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/docs-changelog.html	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
14:56:54	2323/2323	---M--	200	added ('OK')	image/jpeg	etag:%22913-5fd3a15c5eefa%22	https://coderthemes.com/konrix/layouts/assets/images/flags/us.jpg	C:/Dashboard%20DWD/coderthemes.com/konrix/layouts/assets/images/flags/us.jpg	(from https://coderthemes.com/konrix/layouts/sidebar-dark.html)
